# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# Notes:
# - spatial_coordinates of [2,10,20,50,80] denotes a rectangle (shape_id=2) of size 50x80 placed at (10,20)
# - temporal coordinate of [1.349,2.741] denotes a temporal segment from time 1.346 sec. to 2.741 sec.
# - temporal coordinate of [4.633] denotes a still video frame at 4.633 sec.
# - metadata of {""1"":""3""} indicates attribute with id "1" set to an attribute option with id "3"
# SHAPE_ID = {"POINT":1,"RECT":2,"CIRCLE":3,"ELLIPSE":4,"LINE":5,"POLYLINE":6,"POLYGON":7}
# FLAG_ID = {"RESERVED_FOR_FUTURE":1}
# ATTRIBUTE = {}
# CSV_HEADER = metadata_id,file_list,flags,temporal_coordinates,spatial_coordinates,metadata
"1_xlkTkFYh","[""20190520_232200_0.png""]",0,"[]","[2,192.463,750.238,62.52,33.099]","{}"
"1_npBj7MG8","[""20190520_232200_0.png""]",0,"[]","[2,447.446,646.039,41.68,18.388]","{}"
"1_F2wSIpUr","[""20190520_232200_0.png""]",0,"[]","[2,573.712,663.201,38.002,18.388]","{}"
"1_x8WHd14x","[""20190520_232200_0.png""]",0,"[]","[2,616.617,627.65,47.81,22.066]","{}"
"1_5jKvPNDA","[""20190520_232200_0.png""]",0,"[]","[2,730.624,581.067,40.454,19.614]","{}"
"1_QepWtawf","[""20190520_232200_0.png""]",0,"[]","[2,910.829,543.065,29.421,17.162]","{}"
"1_R5YTFTFx","[""20190520_232200_0.png""]",0,"[]","[2,1130.261,421.703,26.969,18.388]","{}"
"1_N4Q0XARG","[""20190520_232200_0.png""]",0,"[]","[2,1299.432,402.089,20.84,14.71]","{}"
"1_t1CHAhYe","[""20190520_232200_0.png""]",0,"[]","[2,1326.402,371.442,19.614,14.71]","{}"
"1_0dud3gYb","[""20190520_232200_0.png""]",0,"[]","[2,1393.825,317.503,17.163,13.484]","{}"
"1_6qcXLYmB","[""20190520_232200_0.png""]",0,"[]","[2,1407.31,330.988,15.936,9.807]","{}"
"1_001gsRmO","[""20190520_232200_0.png""]",0,"[]","[2,1446.538,328.536,14.711,11.033]","{}"
"1_adjTwt58","[""20190520_232200_0.png""]",0,"[]","[2,1461.249,300.341,17.162,12.258]","{}"
"1_dxMXMkJo","[""20190520_232200_0.png""]",0,"[]","[2,1482.089,277.049,13.484,11.033]","{}"
"1_epN9XBku","[""20190520_232200_0.png""]",0,"[]","[2,1501.703,237.821,14.71,12.259]","{}"
"1_qBY5her8","[""20190520_232200_0.png""]",0,"[]","[2,1496.799,218.207,11.033,9.807]","{}"
"1_ZIznei3F","[""20190520_232200_0.png""]",0,"[]","[2,1486.992,208.4,11.033,8.581]","{}"
"1_jTB5Mhxa","[""20190520_232200_0.png""]",0,"[]","[2,1517.639,201.044,12.259,8.581]","{}"
