# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# Notes:
# - spatial_coordinates of [2,10,20,50,80] denotes a rectangle (shape_id=2) of size 50x80 placed at (10,20)
# - temporal coordinate of [1.349,2.741] denotes a temporal segment from time 1.346 sec. to 2.741 sec.
# - temporal coordinate of [4.633] denotes a still video frame at 4.633 sec.
# - metadata of {""1"":""3""} indicates attribute with id "1" set to an attribute option with id "3"
# SHAPE_ID = {"POINT":1,"RECT":2,"CIRCLE":3,"ELLIPSE":4,"LINE":5,"POLYLINE":6,"POLYGON":7}
# FLAG_ID = {"RESERVED_FOR_FUTURE":1}
# ATTRIBUTE = {"1":{"aname":"vehicle","anchor_id":"","type":5,"desc":"","options":{},"default_option_id":""}}
# CSV_HEADER = metadata_id,file_list,flags,temporal_coordinates,spatial_coordinates,metadata
"1_8pAzZZgS","[""20190520_105429_1080.png""]",0,"[]","[2,411.896,619.069,36.776,20.84]","{}"
"1_y11BYQHy","[""20190520_105429_1080.png""]",0,"[]","[2,197.367,608.036,57.616,42.906]","{}"
"1_9lsbafLY","[""20190520_105429_1080.png""]",0,"[]","[2,89.489,620.295,71.101,36.777]","{}"
"1_LVyy1g3m","[""20190520_105429_1080.png""]",0,"[]","[2,85.812,655.846,46.583,18.388]","{}"
"1_7IikqLVJ","[""20190520_105429_1080.png""]",0,"[]","[2,51.487,673.008,58.842,22.066]","{}"
"1_yP97yAFp","[""20190520_105429_1080.png""]",0,"[]","[2,45.358,687.719,58.842,23.291]","{}"
"1_qRq95QIm","[""20190520_105429_1080.png""]",0,"[]","[2,1.226,709.784,57.616,30.647]","{}"
"1_5DhYjav3","[""20190520_105429_1080.png""]",0,"[]","[2,0,740.431,46.583,30.647]","{}"
"1_wV6d8aTA","[""20190520_105429_1080.png""]",0,"[]","[2,19.614,650.942,55.165,26.969]","{}"
"1_yGMwWSFT","[""20190520_105429_1080.png""]",0,"[]","[2,318.729,605.585,51.487,28.195]","{}"
"1_TXPgMY5g","[""20190520_105429_1080.png""]",0,"[]","[2,286.856,623.973,62.52,35.55]","{}"
"1_PwGYknAV","[""20190520_105429_1080.png""]",0,"[]","[2,283.178,658.297,56.391,22.066]","{}"
"1_ZSvBJtja","[""20190520_105429_1080.png""]",0,"[]","[2,285.63,673.008,47.809,26.969]","{}"
"1_Fu8pIlqX","[""20190520_105429_1080.png""]",0,"[]","[2,425.38,585.97,47.81,25.744]","{}"
